codigo_do_usuario,criador,data_recebido,data_de_perda,data_de_ganho,tipo_de_venda,passagem,canal_de_aquisicao,docs_italiano,parente_italiano
260,automacao,2023-03-13,2023-07-06,,retorno,Sim,remarketing,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
261,automacao,2023-10-06,2023-10-21,,retorno,Sim,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
262,automacao,2023-05-10,2023-05-22,,retorno,nao,midia paga,tenho todos os documentos,nao informado
263,automacao,2023-01-15,2023-02-08,,retorno,Sim,,"nenhum, mas meu parente ja tirou a cidadania",nao informado
264,automacao,2023-03-30,2023-04-05,,retorno,Sim,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
265,automacao,2023-02-02,2023-04-04,,retorno,Sim,remarketing,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
266,automacao,2023-08-28,2023-08-28,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
267,automacao,2023-10-03,2023-11-03,,retorno,Sim,redes sociais,tenho todos os documentos,nao informado
268,automacao,2023-02-12,2023-03-10,,retorno,Sim,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
269,automacao,2023-02-06,2023-03-15,,retorno,nao,midia organica,"nenhum, mas meu parente ja tirou a cidadania",nao informado
270,automacao,2023-02-24,,2023-03-14,retorno,Sim,,"nenhum, mas meu parente ja tirou a cidadania",nao informado
271,automacao,2023-11-28,2023-12-07,,retorno,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
272,automacao,2023-05-31,2023-06-28,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
273,automacao,2023-03-18,2023-03-22,,retorno,nao,midia paga,tenho todos os documentos,nao informado
274,automacao,2023-10-23,2023-11-05,,retorno,nao,remarketing,tenho todos os documentos,nao informado
275,automacao,2023-01-31,2023-02-13,,retorno,nao,redes sociais,tenho todos os documentos,nao informado
276,automacao,2023-08-22,2023-09-08,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
277,automacao,2023-12-01,2023-12-07,,retorno,nao,,"nenhum, mas meu parente ja tirou a cidadania",nao informado
278,automacao,2023-06-27,2023-07-06,,retorno,nao,remarketing,tenho todos os documentos,nao informado
279,automacao,2023-06-14,2023-06-21,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
280,automacao,2023-10-11,2023-11-04,,retorno,nao,remarketing,tenho todos os documentos,nao informado
281,automacao,2023-08-14,2023-08-15,,retorno,nao,remarketing,nenhum e nao sei por onde comecar,nao informado
282,automacao,2023-03-02,2023-03-16,,retorno,nao,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
283,automacao,2023-02-12,2023-02-17,,retorno,nao,remarketing,tenho todos os documentos,nao informado
284,automacao,2023-08-24,2023-09-07,,retorno,nao,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
285,automacao,2023-09-20,2023-09-29,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
286,automacao,2023-02-02,2023-04-04,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
287,automacao,2023-09-14,2023-09-22,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
288,automacao,2023-07-14,2023-08-05,,retorno,Sim,midia paga,tenho todos os documentos,nao informado
289,automacao,2023-12-18,,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
290,automacao,2023-01-10,2023-01-26,,retorno,nao,remarketing,tenho todos os documentos,nao informado
291,vendedor loja,2023-01-06,2023-07-10,,retorno,Sim,midia paga,,nao informado
292,automacao,2023-03-17,2023-03-24,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
293,automacao,2023-02-08,2023-04-04,,retorno,Sim,,tenho todos os documentos,nao informado
294,automacao,2023-05-08,2023-05-29,,retorno,nao,remarketing,tenho todos os documentos,nao informado
295,automacao,2023-05-16,2023-08-02,,retorno,Sim,midia paga,tenho todos os documentos,nao informado
296,automacao,2023-06-20,2023-11-14,,retorno,Sim,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
297,automacao,2023-12-07,2023-12-23,,retorno,nao,midia paga,tenho todos os documentos,nao informado
298,automacao,2023-05-29,2023-06-06,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
299,automacao,2023-12-28,,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
300,automacao,2023-03-03,2023-03-14,,retorno,nao,redes sociais,"nenhum, mas meu parente ja tirou a cidadania",nao informado
301,vendedor loja,2023-10-10,2023-11-10,,retorno,Sim,,,nao informado
302,automacao,2023-01-03,2023-01-25,,retorno,Sim,,algumas certidoes de nascimento/casamento/obito,nao informado
303,automacao,2023-06-20,2023-06-22,,retorno,nao,midia organica,tenho todos os documentos,nao informado
304,automacao,2023-10-18,2023-10-27,,retorno,nao,redes sociais,tenho todos os documentos,nao informado
305,vendedor loja,2023-09-28,2023-09-29,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
306,automacao,2023-01-30,2023-02-01,,retorno,Sim,remarketing,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
307,automacao,2023-02-07,2023-02-07,,retorno,Sim,redes sociais,tenho todos os documentos,nao informado
308,automacao,2023-11-13,2023-11-19,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
309,automacao,2023-04-19,2023-12-12,,retorno,nao,midia paga,tenho todos os documentos,nao informado
310,automacao,2023-04-26,2023-05-02,,retorno,nao,midia paga,tenho todos os documentos,nao informado
311,automacao,2023-06-22,2023-07-03,,retorno,nao,midia paga,tenho todos os documentos,nao informado
312,automacao,2023-01-12,2023-09-07,,retorno,nao,midia organica,tenho todos os documentos,nao informado
313,automacao,2023-11-30,2023-12-05,,retorno,nao,remarketing,tenho todos os documentos,nao informado
314,automacao,2023-05-29,2023-06-06,,retorno,nao,midia paga,tenho todos os documentos,nao informado
315,automacao,2023-06-23,2023-06-26,,retorno,nao,remarketing,tenho todos os documentos,nao informado
316,automacao,2023-11-22,,2023-12-04,retorno,Sim,,"nenhum, mas meu parente ja tirou a cidadania",nao informado
317,automacao,2023-06-28,2023-08-19,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
318,automacao,2023-07-25,2023-08-02,,retorno,nao,midia paga,tenho todos os documentos,nao informado
320,automacao,2023-03-01,2023-03-26,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
321,automacao,2023-01-10,2023-01-10,,retorno,nao,,tenho todos os documentos,nao informado
322,automacao,2023-10-23,2023-12-19,,retorno,Sim,indicacao,,nao informado
323,automacao,2023-05-29,2023-05-30,,retorno,Sim,,algumas certidoes de nascimento/casamento/obito,nao informado
324,automacao,2023-05-29,2023-07-17,,retorno,Sim,midia paga,tenho todos os documentos,nao informado
325,automacao,2023-08-22,2023-09-19,,retorno,Sim,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
326,automacao,2023-08-09,2023-08-16,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
327,automacao,2023-02-08,2023-04-04,,retorno,nao,midia paga,tenho todos os documentos,nao informado
328,automacao,2023-05-03,2023-05-12,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
329,automacao,2023-11-20,2023-11-24,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
330,automacao,2023-09-19,2023-12-22,,retorno,Sim,redes sociais,tenho todos os documentos,nao informado
331,automacao,2023-11-22,2023-12-02,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
332,automacao,2023-06-26,2023-07-02,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
333,automacao,2023-01-06,2023-03-25,,1venda - site,Sim,lojas,,nao informado
334,automacao,2023-10-03,2023-11-11,,retorno,Sim,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
335,automacao,2023-08-14,,2023-11-30,retorno,Sim,redes sociais,,nao informado
336,automacao,2023-10-03,2023-10-11,,retorno,nao,remarketing,,nao informado
337,automacao,2023-02-21,2023-04-04,,retorno,Sim,,,nao informado
338,automacao,2023-05-29,2023-10-04,,retorno,nao,remarketing,,nao informado
339,automacao,2023-10-13,2023-11-01,,retorno,nao,midia paga,,nao informado
340,automacao,2023-10-31,2023-11-03,,retorno,Sim,midia paga,,nao informado
341,automacao,2023-07-22,2023-07-31,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
342,automacao,2023-01-18,2023-01-25,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
343,automacao,2023-11-28,2023-12-02,,retorno,nao,remarketing,,nao informado
344,automacao,2023-05-29,2023-06-05,,retorno,nao,midia paga,,nao informado
345,automacao,2023-11-21,2023-11-29,,retorno,nao,midia paga,,nao informado
346,automacao,2023-07-21,2023-08-31,,retorno,Sim,midia paga,,nao informado
347,automacao,2023-06-01,2023-06-06,,retorno,nao,midia paga,,nao informado
348,automacao,2023-12-08,2023-12-21,,retorno,nao,midia paga,,nao informado
349,automacao,2023-05-08,2023-05-10,,retorno,nao,midia organica,,nao informado
350,automacao,2023-03-13,2023-03-25,,retorno,nao,midia paga,,nao informado
351,automacao,2023-03-08,2023-03-10,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
352,automacao,2023-09-21,2023-09-26,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
353,automacao,2023-03-08,2023-04-04,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
354,automacao,2023-02-15,2023-02-16,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
355,automacao,2023-03-08,2023-03-31,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
356,automacao,2023-03-08,2023-04-04,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
357,automacao,2023-02-15,2023-02-20,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
358,automacao,2023-03-08,2023-04-04,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
359,automacao,2023-05-29,2023-08-31,,retorno,Sim,redes sociais,nenhum e nao sei por onde comecar,nao informado
360,automacao,2023-02-15,2023-02-17,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
361,automacao,2023-03-08,2023-04-10,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
362,automacao,2023-03-08,2023-04-04,,retorno,Sim,redes sociais,nenhum e nao sei por onde comecar,nao informado
363,automacao,2023-03-08,2023-03-08,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
364,automacao,2023-03-08,2023-03-24,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
365,automacao,2023-10-20,2023-10-25,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
366,automacao,2023-10-03,2023-10-04,,retorno,nao,midia organica,nenhum e nao sei por onde comecar,nao informado
367,automacao,2023-03-08,2023-04-04,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
368,automacao,2023-03-08,2023-03-20,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
369,automacao,2023-03-08,2023-03-14,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
370,automacao,2023-03-08,2023-03-08,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
371,automacao,2023-09-26,2023-10-15,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
372,automacao,2023-11-07,2023-11-25,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
373,automacao,2023-11-24,2023-12-05,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
374,automacao,2023-03-08,2023-08-23,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
375,automacao,2023-03-08,2023-03-08,,retorno,Sim,midia organica,nenhum e nao sei por onde comecar,nao informado
376,automacao,2023-03-08,2023-03-08,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
377,automacao,2023-03-08,2023-03-24,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
378,automacao,2023-03-08,2023-03-08,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
379,automacao,2023-12-28,,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
381,automacao,2023-07-23,2023-07-25,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
382,automacao,2023-03-08,2023-03-14,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
383,automacao,2023-03-08,2023-04-17,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
384,automacao,2023-03-08,2023-09-16,,retorno,Sim,redes sociais,nenhum e nao sei por onde comecar,nao informado
385,automacao,2023-03-08,2023-04-04,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
386,automacao,2023-03-08,2023-03-08,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
387,automacao,2023-03-08,2023-03-14,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
388,automacao,2023-05-02,2023-05-05,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
389,automacao,2023-05-08,2023-05-20,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
390,automacao,2023-08-22,2023-09-06,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
391,automacao,2023-03-08,2023-03-14,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
392,automacao,2023-03-29,2023-07-31,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
393,automacao,2023-03-08,2023-03-14,,retorno,Sim,redes sociais,nenhum e nao sei por onde comecar,nao informado
394,automacao,2023-07-31,2023-08-21,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
395,automacao,2023-03-08,2023-03-20,,retorno,Sim,redes sociais,nenhum e nao sei por onde comecar,nao informado
396,automacao,2023-03-08,2023-03-20,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
397,automacao,2023-03-08,2023-03-21,,retorno,Sim,redes sociais,nenhum e nao sei por onde comecar,nao informado
398,automacao,2023-04-12,2023-07-07,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
399,automacao,2023-12-13,2023-12-26,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
400,automacao,2023-08-22,,2023-09-08,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
401,automacao,2023-01-17,2023-01-26,,retorno,nao,remarketing,nenhum e nao sei por onde comecar,nao informado
402,automacao,2023-02-09,,2023-03-10,retorno,Sim,midia paga,,nao informado
403,automacao,2023-03-13,2023-03-21,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
404,automacao,2023-03-08,2023-03-09,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
405,automacao,2023-03-08,2023-03-17,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
406,automacao,2023-11-08,2023-11-28,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
407,automacao,2023-03-08,2023-03-08,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
408,automacao,2023-03-08,2023-03-09,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
409,automacao,2023-03-08,2023-03-24,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
410,automacao,2023-03-08,2023-03-13,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
411,automacao,2023-03-08,2023-03-17,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
412,automacao,2023-01-18,2023-02-10,,retorno,nao,remarketing,nenhum e nao sei por onde comecar,nao informado
413,automacao,2023-01-11,2023-01-16,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
414,automacao,2023-10-05,2023-11-15,,retorno,nao,remarketing,nenhum e nao sei por onde comecar,nao informado
415,automacao,2023-12-04,2023-12-08,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
416,automacao,2023-10-17,2023-10-18,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
417,automacao,2023-05-08,,2023-05-26,retorno,Sim,midia organica,nenhum e nao sei por onde comecar,nao informado
418,automacao,2023-07-13,,2023-07-17,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
419,automacao,2023-03-08,2023-03-20,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
420,automacao,2023-12-06,2023-12-14,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
